Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Is_Partnered,Education_Level,Tenure_days,Age,TotalMntSpent,Age_group,Is_Partnered_num,Cluster
1965,Graduation,Married,69139.0,0,1,2014-01-27,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,Partnered,Bachelors,153,49,227,Senior Adult (>45),1,2
1956,Master,Married,52973.0,0,1,2012-11-08,92,856,0,76,12,9,199,7,9,6,9,8,0,0,0,0,0,0,0,Partnered,Postgraduate,598,58,1152,Senior Adult (>45),1,2
1965,PhD,Together,51717.0,0,1,2013-08-20,55,98,1,17,0,1,5,1,3,0,4,7,0,1,0,0,0,0,0,Partnered,Postgraduate,313,49,122,Senior Adult (>45),1,2
1971,Graduation,Married,18793.0,1,0,2013-01-12,14,4,16,20,0,17,20,3,2,0,4,8,0,0,0,0,0,0,0,Partnered,Bachelors,533,43,77,Adult (30-45),1,1
1982,2n Cycle,Together,66664.0,0,0,2012-09-25,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,Partnered,Postgraduate,642,32,1289,Adult (30-45),1,3
1959,Graduation,Single,50664.0,1,1,2013-01-16,64,313,8,104,6,4,126,9,8,1,6,9,0,0,0,0,0,0,0,NotPartnered,Bachelors,529,55,561,Senior Adult (>45),0,0
1963,Graduation,Together,54414.0,1,1,2013-01-23,49,109,18,16,24,26,18,4,3,1,5,4,0,0,0,0,0,0,0,Partnered,Bachelors,522,51,211,Senior Adult (>45),1,0
1952,PhD,Married,54549.0,0,1,2014-03-03,8,216,2,6,0,0,9,2,5,1,4,7,0,0,0,0,0,0,0,Partnered,Postgraduate,118,62,233,Senior Adult (>45),1,2
1971,PhD,Widow,47111.0,0,1,2012-09-08,35,595,71,153,120,112,41,6,3,2,10,9,0,0,0,0,0,0,0,NotPartnered,Postgraduate,659,43,1092,Adult (30-45),0,2
1963,PhD,Divorced,41003.0,0,0,2013-03-17,11,123,133,142,71,44,88,1,6,2,8,6,0,0,0,0,0,0,0,NotPartnered,Postgraduate,469,51,601,Senior Adult (>45),0,2
1982,Graduation,Together,19444.0,1,0,2014-02-22,8,16,0,23,3,2,10,3,4,1,2,7,0,0,0,0,0,0,1,Partnered,Bachelors,127,32,54,Adult (30-45),1,1
1976,2n Cycle,Together,36301.0,1,0,2013-10-25,53,11,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,0,0,Partnered,Postgraduate,247,38,78,Adult (30-45),1,1
1947,PhD,Together,73059.0,0,1,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,Partnered,Postgraduate,302,67,1095,Senior Adult (>45),1,2
1969,PhD,Together,42731.0,1,0,2013-10-21,64,159,2,51,6,2,24,3,4,1,5,5,0,0,0,0,0,0,0,Partnered,Postgraduate,251,45,244,Senior Adult (>45),1,1
1959,PhD,Married,52854.0,1,1,2014-03-24,43,105,0,10,0,1,0,2,2,1,4,5,0,0,0,0,0,0,0,Partnered,Postgraduate,97,55,116,Senior Adult (>45),1,0
1978,Graduation,Together,22775.0,1,0,2013-06-19,40,5,1,8,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,Partnered,Bachelors,375,36,15,Adult (30-45),1,1
1948,PhD,Together,46681.0,0,2,2013-10-08,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,Partnered,Postgraduate,264,66,425,Senior Adult (>45),1,2
1955,PhD,Married,59821.0,0,1,2013-04-12,11,629,0,70,0,0,35,6,11,2,7,8,0,0,0,0,0,0,0,Partnered,Postgraduate,443,59,734,Senior Adult (>45),1,2
1954,Graduation,Divorced,50002.0,0,1,2013-06-17,21,443,5,71,21,16,82,2,8,2,7,7,0,0,0,0,0,0,0,NotPartnered,Bachelors,377,60,638,Senior Adult (>45),0,2
1945,Graduation,Married,69755.0,0,0,2013-10-02,23,217,77,373,111,23,93,1,3,6,12,1,0,0,0,0,0,0,0,Partnered,Bachelors,270,69,894,Senior Adult (>45),1,3
1969,Graduation,Married,44078.0,1,1,2014-06-19,17,24,1,10,2,0,4,2,2,0,3,5,0,0,0,0,0,0,0,Partnered,Bachelors,10,45,41,Senior Adult (>45),1,0
1976,Master,Together,30560.0,1,0,2013-06-27,6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,0,Partnered,Postgraduate,367,38,31,Adult (30-45),1,1
1969,Master,Together,35924.0,1,1,2014-03-23,56,8,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,0,0,Partnered,Postgraduate,98,45,34,Senior Adult (>45),1,0
1964,PhD,Divorced,64140.0,0,2,2013-09-23,71,1459,0,61,0,15,215,5,2,5,6,5,1,0,1,0,1,0,1,NotPartnered,Postgraduate,279,50,1750,Senior Adult (>45),0,2
1981,Graduation,Together,56386.0,1,1,2012-10-27,51,230,48,214,13,32,75,8,9,1,7,9,0,0,0,0,0,0,0,Partnered,Bachelors,610,33,612,Adult (30-45),1,0
1979,Basic,Together,24594.0,1,0,2013-12-10,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,0,Partnered,Low_Level,201,35,29,Adult (30-45),1,1
1981,2n Cycle,Together,75774.0,1,0,2014-05-02,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,Partnered,Postgraduate,58,33,823,Adult (30-45),1,3
1960,Master,Divorced,39228.0,0,0,2013-05-10,1,7,1,6,0,3,3,1,0,0,3,4,0,0,0,0,0,0,0,NotPartnered,Postgraduate,415,54,20,Senior Adult (>45),0,1
1974,Master,Married,58494.0,0,1,2013-12-12,56,298,7,68,4,0,19,2,6,2,6,6,0,0,0,0,0,0,0,Partnered,Postgraduate,199,40,396,Adult (30-45),1,2
1981,Graduation,Single,58684.0,0,0,2014-06-16,71,479,35,179,28,7,85,1,5,3,12,2,0,1,0,0,0,0,0,NotPartnered,Bachelors,13,33,813,Adult (30-45),0,3
1967,Graduation,Divorced,57136.0,0,0,2013-05-18,18,267,140,599,34,12,127,1,7,5,7,6,0,0,0,0,0,0,1,NotPartnered,Bachelors,407,47,1179,Senior Adult (>45),0,3
1950,PhD,Widow,56551.0,1,1,2014-05-07,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,NotPartnered,Postgraduate,53,64,138,Senior Adult (>45),0,0
1982,Graduation,Married,22448.0,1,0,2014-02-26,86,3,1,8,23,2,18,3,2,1,3,3,0,0,0,0,0,0,0,Partnered,Bachelors,123,32,55,Adult (30-45),1,1
1961,Graduation,Single,82014.0,0,0,2012-08-20,48,980,37,265,35,163,31,1,3,6,12,6,0,0,0,0,0,0,1,NotPartnered,Bachelors,678,53,1511,Senior Adult (>45),0,3
1963,Graduation,Widow,34213.0,1,1,2012-09-07,2,50,4,28,6,3,26,3,3,1,2,9,0,0,0,0,0,0,1,NotPartnered,Bachelors,660,51,117,Senior Adult (>45),0,0
1977,Graduation,Together,157146.0,0,0,2013-04-29,13,1,0,1725,2,1,1,0,0,28,0,1,0,0,0,0,0,0,0,Partnered,Bachelors,426,37,1730,Adult (30-45),1,3
1947,PhD,Widow,25358.0,0,1,2013-07-22,57,19,0,5,0,0,8,2,1,0,3,6,0,0,0,0,0,0,0,NotPartnered,Postgraduate,342,67,32,Senior Adult (>45),0,2
1978,Master,Single,35544.0,1,0,2014-03-08,77,30,5,23,4,1,4,1,2,0,3,7,0,0,0,0,0,0,0,NotPartnered,Postgraduate,113,36,67,Adult (30-45),0,1
1954,Master,Together,36634.0,0,1,2013-05-28,0,213,9,76,4,3,30,3,5,2,5,7,0,0,0,0,0,0,0,Partnered,Postgraduate,397,60,335,Senior Adult (>45),1,2
1954,PhD,Married,62670.0,0,1,2014-02-02,57,539,30,92,80,46,38,1,5,3,13,3,0,0,0,0,0,0,0,Partnered,Postgraduate,147,60,825,Senior Adult (>45),1,2
1972,2n Cycle,Together,50334.0,0,1,2013-07-24,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,0,Partnered,Postgraduate,340,42,694,Adult (30-45),1,2
1981,Graduation,Single,72066.0,0,0,2014-06-23,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,0,1,NotPartnered,Bachelors,6,33,1792,Adult (30-45),0,3
1958,PhD,Single,50729.0,1,1,2013-05-02,62,239,13,143,45,4,52,9,6,2,7,6,0,0,0,0,0,0,0,NotPartnered,Postgraduate,423,56,496,Senior Adult (>45),0,0
1968,Graduation,Together,34916.0,2,0,2013-05-15,89,51,23,82,33,0,42,4,5,1,3,9,0,0,0,0,0,0,0,Partnered,Bachelors,410,46,231,Senior Adult (>45),1,1
1976,Graduation,Divorced,64892.0,0,1,2014-05-29,77,527,24,230,32,24,65,2,6,4,12,4,0,0,0,0,0,0,0,NotPartnered,Bachelors,31,38,902,Adult (30-45),0,2
1966,Graduation,Single,43602.0,1,1,2014-01-10,45,19,5,12,10,3,19,3,3,1,2,6,0,0,0,0,0,0,0,NotPartnered,Bachelors,170,48,68,Senior Adult (>45),0,0
1989,PhD,Single,33996.0,0,0,2013-09-11,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,NotPartnered,Postgraduate,291,25,71,Young Adult (<30),0,1
1985,2n Cycle,Single,41473.0,1,0,2013-06-19,80,21,8,20,15,3,9,1,2,0,3,7,0,0,0,0,0,0,0,NotPartnered,Postgraduate,375,29,76,Young Adult (<30),0,1
1967,PhD,Married,63246.0,0,2,2013-08-20,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,0,Partnered,Postgraduate,313,47,772,Senior Adult (>45),1,2
1959,PhD,Married,36732.0,1,1,2013-12-29,71,21,5,3,10,1,7,3,1,1,4,2,0,0,0,0,0,0,0,Partnered,Postgraduate,182,55,47,Senior Adult (>45),1,0
1970,PhD,Married,69084.0,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,Partnered,Postgraduate,222,44,1586,Adult (30-45),1,3
1967,PhD,Married,77766.0,0,1,2013-02-22,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,Partnered,Postgraduate,492,47,1529,Senior Adult (>45),1,2
1985,PhD,Single,37929.0,0,0,2013-07-30,49,202,2,46,3,2,10,2,4,2,5,7,0,1,0,1,0,0,1,NotPartnered,Postgraduate,334,29,265,Young Adult (<30),0,1
1951,Graduation,Together,86610.0,0,0,2013-09-05,66,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,0,0,Partnered,Bachelors,297,63,1603,Senior Adult (>45),1,3
1986,Master,Married,80141.0,0,0,2013-01-11,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,0,1,Partnered,Postgraduate,534,28,2091,Young Adult (<30),1,3
1955,2n Cycle,Married,72635.0,0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,Partnered,Postgraduate,391,59,981,Senior Adult (>45),1,3
1970,Graduation,Married,69016.0,0,1,2012-11-22,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,0,Partnered,Bachelors,584,44,1533,Adult (30-45),1,2
1991,2n Cycle,Together,20193.0,0,0,2012-11-28,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,0,Partnered,Postgraduate,578,23,82,Young Adult (<30),1,1
1975,Graduation,Married,27573.0,1,0,2013-03-25,45,50,15,110,39,15,15,4,5,1,4,8,0,0,0,0,0,0,0,Partnered,Bachelors,461,39,244,Adult (30-45),1,1
1979,Basic,Single,15862.0,1,0,2013-06-27,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,NotPartnered,Low_Level,367,35,36,Adult (30-45),0,1
1976,PhD,Married,49544.0,1,0,2013-02-12,0,308,0,73,0,0,23,2,5,1,8,7,0,0,0,0,0,0,0,Partnered,Postgraduate,502,38,404,Adult (30-45),1,1
1980,Graduation,Married,33228.0,1,0,2014-01-23,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0,Partnered,Bachelors,157,34,71,Adult (30-45),1,1
1978,Graduation,Together,70440.0,0,0,2013-10-08,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,0,Partnered,Bachelors,264,36,1572,Adult (30-45),1,3
1971,Graduation,Together,38232.0,1,1,2014-01-17,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,0,Partnered,Bachelors,163,43,122,Adult (30-45),1,0
1955,PhD,Married,22554.0,1,1,2012-11-03,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,0,Partnered,Postgraduate,603,59,41,Senior Adult (>45),1,0
1983,PhD,Married,23536.0,1,0,2014-06-04,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,Partnered,Postgraduate,25,31,10,Adult (30-45),1,1
1952,Graduation,Married,49413.0,0,1,2013-10-25,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,0,Partnered,Bachelors,247,62,304,Senior Adult (>45),1,2
1969,Graduation,Married,42231.0,1,1,2014-03-25,99,24,0,8,0,1,4,1,1,0,3,5,0,0,0,0,0,0,0,Partnered,Bachelors,96,45,37,Senior Adult (>45),1,0
1980,Master,Divorced,78789.0,0,0,2012-08-08,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,0,1,NotPartnered,Postgraduate,690,34,1754,Adult (30-45),0,3
1968,Graduation,Together,56534.0,0,1,2013-07-23,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,0,1,Partnered,Bachelors,341,46,815,Senior Adult (>45),1,2
1971,Graduation,Single,58350.0,0,1,2013-01-04,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,0,NotPartnered,Bachelors,541,43,1001,Adult (30-45),0,2
1989,Graduation,Single,81217.0,0,0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,NotPartnered,Bachelors,345,25,1157,Young Adult (<30),0,3
1951,Graduation,Single,49090.0,0,1,2013-07-19,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,0,NotPartnered,Bachelors,345,63,688,Senior Adult (>45),0,2
1987,Master,Divorced,61787.0,0,0,2013-07-06,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,0,NotPartnered,Postgraduate,358,27,1319,Young Adult (<30),0,3
1985,PhD,Married,18169.0,1,0,2013-02-19,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,Partnered,Postgraduate,495,29,21,Young Adult (<30),1,1
1981,2n Cycle,Single,24336.0,1,0,2012-08-27,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,NotPartnered,Postgraduate,671,33,31,Adult (30-45),0,1
1990,Graduation,Married,18222.0,0,0,2012-12-31,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0,Partnered,Bachelors,545,24,67,Young Adult (<30),1,1
1952,Graduation,Divorced,62335.0,0,1,2013-05-23,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,0,NotPartnered,Bachelors,402,62,708,Senior Adult (>45),0,2
1971,2n Cycle,Together,42033.0,1,1,2012-09-19,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,0,Partnered,Postgraduate,648,43,25,Adult (30-45),1,0
1983,PhD,Married,86580.0,0,0,2013-02-27,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,0,Partnered,Postgraduate,487,31,746,Adult (30-45),1,3
1957,PhD,Divorced,41437.0,1,1,2012-09-22,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,NotPartnered,Postgraduate,645,57,32,Senior Adult (>45),0,0
1951,Master,Widow,73705.0,0,2,2014-03-05,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,NotPartnered,Postgraduate,116,63,1695,Senior Adult (>45),0,2
1976,Graduation,Married,61064.0,0,1,2012-08-31,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,Partnered,Bachelors,667,38,1080,Adult (30-45),1,2
1955,Master,Married,38452.0,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,Partnered,Postgraduate,91,59,72,Senior Adult (>45),1,0
1989,Graduation,Single,18358.0,1,0,2013-11-20,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0,NotPartnered,Bachelors,221,25,57,Young Adult (<30),0,1
1973,PhD,Together,55012.0,0,1,2014-03-21,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,Partnered,Postgraduate,100,41,660,Adult (30-45),1,2
1973,Basic,Together,9722.0,1,0,2012-10-02,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,1,Partnered,Low_Level,635,41,103,Adult (30-45),1,1
1984,PhD,Married,38175.0,1,0,2013-09-23,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,Partnered,Postgraduate,279,30,153,Adult (30-45),1,1
1956,Master,Together,58656.0,0,1,2012-09-20,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,Partnered,Postgraduate,647,58,1220,Senior Adult (>45),1,2
1965,Graduation,Together,52117.0,0,1,2012-08-16,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,Partnered,Bachelors,682,49,279,Senior Adult (>45),1,2
1978,Graduation,Married,64813.0,1,0,2014-01-02,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,Partnered,Bachelors,178,36,745,Adult (30-45),1,1
1973,PhD,Married,54222.0,0,1,2014-03-01,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,Partnered,Postgraduate,120,41,264,Adult (30-45),1,2
1986,Graduation,Married,83512.0,0,0,2014-06-17,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,1,Partnered,Bachelors,12,28,2157,Young Adult (<30),1,3
1959,Master,Married,77520.0,0,1,2013-08-28,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1,Partnered,Postgraduate,305,55,1526,Senior Adult (>45),1,2
1978,Graduation,Together,41154.0,0,1,2013-04-09,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,Partnered,Bachelors,446,36,69,Adult (30-45),1,2
1966,Graduation,Married,80398.0,0,0,2012-11-10,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,Partnered,Bachelors,596,48,1597,Senior Adult (>45),1,3
1992,Basic,Single,18746.0,1,0,2014-05-29,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,NotPartnered,Low_Level,31,22,64,Young Adult (<30),0,1
1984,Graduation,Together,35196.0,1,0,2012-11-13,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,Partnered,Bachelors,593,30,497,Adult (30-45),1,1
1956,Graduation,Single,60230.0,0,1,2013-05-20,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,NotPartnered,Bachelors,405,58,1067,Senior Adult (>45),0,2
1977,Graduation,Married,22108.0,1,1,2014-05-08,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,Partnered,Bachelors,52,37,31,Adult (30-45),1,0
1974,Graduation,Together,44392.0,1,1,2013-09-05,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,Partnered,Bachelors,297,40,211,Adult (30-45),1,0
1976,PhD,Married,55424.0,0,1,2012-11-25,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,Partnered,Postgraduate,581,38,877,Adult (30-45),1,2
1979,Graduation,Married,17688.0,1,0,2013-01-13,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,Partnered,Bachelors,532,35,11,Adult (30-45),1,1
1983,PhD,Married,92491.0,0,0,2013-05-01,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1,Partnered,Postgraduate,424,31,2034,Adult (30-45),1,3
1991,Graduation,Single,90273.0,0,0,2013-12-14,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,NotPartnered,Bachelors,197,23,1991,Young Adult (<30),0,3
1962,PhD,Widow,82571.0,0,0,2014-04-02,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,NotPartnered,Postgraduate,88,52,1686,Senior Adult (>45),0,3
1982,PhD,Single,38513.0,1,0,2014-01-28,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,NotPartnered,Postgraduate,152,32,324,Adult (30-45),0,1
1979,Master,Single,16653.0,1,0,2014-04-18,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,NotPartnered,Postgraduate,72,35,69,Adult (30-45),0,1
1955,Graduation,Together,42586.0,1,1,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,Partnered,Bachelors,608,59,252,Senior Adult (>45),1,0
1965,Basic,Single,23529.0,0,1,2013-01-07,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,NotPartnered,Low_Level,538,49,54,Senior Adult (>45),0,2
1961,Master,Together,74881.0,1,1,2013-03-08,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,Partnered,Postgraduate,478,53,964,Senior Adult (>45),1,2
1951,Graduation,Married,71107.0,0,1,2013-02-17,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,Partnered,Bachelors,497,63,1327,Senior Adult (>45),1,2
1964,PhD,Together,46910.0,1,1,2014-03-23,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,Partnered,Postgraduate,98,50,68,Senior Adult (>45),1,0
1959,Graduation,Married,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,Partnered,Bachelors,548,55,60,Senior Adult (>45),1,1
1955,Graduation,Divorced,37244.0,1,1,2013-04-27,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,NotPartnered,Bachelors,428,59,55,Senior Adult (>45),0,0
1966,Graduation,Together,82427.0,0,0,2014-03-12,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,Partnered,Bachelors,109,48,1456,Senior Adult (>45),1,3
1958,2n Cycle,Single,75342.0,0,1,2013-05-06,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,NotPartnered,Postgraduate,419,56,563,Senior Adult (>45),0,2
1954,Graduation,Divorced,70044.0,0,1,2013-02-18,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,NotPartnered,Bachelors,496,60,1504,Senior Adult (>45),0,2
1967,Graduation,Single,79146.0,1,1,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,NotPartnered,Bachelors,66,47,564,Senior Adult (>45),0,0
1963,Graduation,Married,77437.0,0,0,2013-11-26,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,Partnered,Bachelors,215,51,1125,Senior Adult (>45),1,3
1959,Graduation,Married,54984.0,0,1,2014-05-24,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,Partnered,Bachelors,36,55,358,Senior Adult (>45),1,2
1971,PhD,Married,42403.0,1,0,2013-12-11,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,Partnered,Postgraduate,200,43,42,Adult (30-45),1,1
1964,Graduation,Together,55761.0,0,1,2014-04-24,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,Partnered,Bachelors,66,50,184,Senior Adult (>45),1,2
1983,Graduation,Together,37292.0,1,0,2013-04-18,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,Partnered,Bachelors,437,31,460,Adult (30-45),1,1
1945,PhD,Single,45576.0,0,0,2014-05-28,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,NotPartnered,Postgraduate,32,69,145,Senior Adult (>45),0,2
1947,Graduation,Together,70321.0,0,0,2013-01-16,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,Partnered,Bachelors,529,67,1376,Senior Adult (>45),1,3
1969,PhD,Divorced,58086.0,0,1,2013-01-20,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,NotPartnered,Postgraduate,525,45,792,Senior Adult (>45),0,2
1952,Graduation,Married,81795.0,0,0,2012-10-26,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,Partnered,Bachelors,611,62,1382,Senior Adult (>45),1,3
1947,Basic,Together,28389.0,0,0,2012-11-20,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,Partnered,Low_Level,586,67,28,Senior Adult (>45),1,2
1946,Master,Married,66835.0,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,Partnered,Postgraduate,274,68,1033,Senior Adult (>45),1,3
1969,Graduation,Divorced,69901.0,0,1,2013-05-29,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,NotPartnered,Bachelors,396,45,882,Senior Adult (>45),0,2
1949,PhD,Married,80360.0,0,0,2013-03-03,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,Partnered,Postgraduate,483,65,2231,Senior Adult (>45),1,3
1961,PhD,Together,63342.0,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,Partnered,Postgraduate,621,53,1101,Senior Adult (>45),1,2
1974,Graduation,Married,44989.0,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,Partnered,Bachelors,655,40,369,Adult (30-45),1,2
1980,2n Cycle,Single,31859.0,1,0,2014-02-27,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,NotPartnered,Postgraduate,122,34,48,Adult (30-45),0,1
1949,PhD,Widow,51569.0,0,1,2013-02-12,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,NotPartnered,Postgraduate,502,65,467,Senior Adult (>45),0,2
1971,Graduation,Widow,30372.0,1,1,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,NotPartnered,Bachelors,551,43,44,Adult (30-45),0,0
1979,Basic,Single,16014.0,1,1,2013-03-17,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,NotPartnered,Low_Level,469,35,38,Adult (30-45),0,0
1968,Graduation,Married,41120.0,1,1,2013-11-06,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,Partnered,Bachelors,235,46,81,Senior Adult (>45),1,0
1971,Master,Single,39763.0,1,0,2013-08-04,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,NotPartnered,Postgraduate,329,43,167,Adult (30-45),0,1
1955,PhD,Married,38725.0,1,1,2014-05-10,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,Partnered,Postgraduate,50,59,45,Senior Adult (>45),1,0
1972,Graduation,Married,77981.0,1,0,2013-05-26,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,Partnered,Bachelors,399,42,664,Adult (30-45),1,3
